Facility,Industry,State,Latitude,Longitude,Total
AMERICAN COMPUTER DEVELOPMENT INC,Electronics Industry, NC,35.970756,-77.985844,1
AMERICAN COMPUTER DEVELOPMENT INC. (DBA ACDI),Electronics Industry, MD,39.376423,-77.400865,1
AMERICAN CONSTRUCTION COMPANY,Waste Management, WA,47.276177,-122.391861,1
AMERICAN CONTAINER CORP,Metal Coating, MI,43.0195,-86.21134,1
AMERICAN CONTAINERS  INC,Paper Mills and Products, CA,37.952938,-121.363865,1
AMERICAN CONTRACT SYSTEMS,Metal Machinery Mfg, PA,40.758775,-80.122401,1
AMERICAN CONTRACT SYSTEMS  INC.,Chemical Mfg, FL,26.574645,-81.850614,1
AMERICAN CONTRACT SYSTEMS  INC.,Chemical Mfg, FL,28.06307,-82.36702,1
AMERICAN CORPORATION,Electronics Industry, TN,35.4454,-86.78148,1
AMERICAN CORPORATION,Electronics Industry, TN,36.105209,-86.670304,1
AMERICAN COTTON GROWERS,Textiles and Leather, TX,33.91741,-102.30004,1
AMERICAN CRAFTS,Paints and Coatings, UT,40.317965,-111.7302,1
AMERICAN CUSHION INDUSTRIES,Plastics and Resins, WA,47.168495,-123.097344,1
AMERICAN CUSTOM DRYING CO,Plastics and Resins, NJ,40.03773,-74.83019,1
AMERICAN CUSTOM MARBLE INC,Plastics and Resins, CA,37.32005,-121.90372,1
AMERICAN CYANAMID / AZUSA,Waste Management, CA,34.263484,-118.29907,1
AMERICAN CYANAMID CO,Chemical Mfg, CT,41.043905,-73.527292,1
AMERICAN CYANAMID CO,Chemical Mfg, CT,41.408,-73.418,1
AMERICAN CYANAMID COMPANY,Chemical Mfg, TX,32.953688,-96.861108,1
AMERICAN DAWN  INC.,Paints and Coatings, CA,33.87526,-118.23019,1
AMERICAN DECAL & MFG CO,Printing, IL,41.925209,-87.72944,1
AMERICAN DECORATIVE SURFACES,Printing, IL,38.52929,-90.19152,1
AMERICAN DEFENSE FINISHING,Metal Coating, TN,36.09626,-86.74551,1
AMERICAN DIAGNOSTICS CORP.,Metal Machinery Mfg, NY,40.81027,-73.26573,1
AMERICAN DICAST RELEASANTS,Petroleum, MI,42.439316,-83.777229,1
AMERICAN DIE TECHNOLOGY,Metal Coating, GA,34.0645,-84.15721,1
AMERICAN DIGITAL SWITCHING - CONTRACT MANUFACTURING DIVISION,Electronics Industry, FL,28.118333,-80.689167,1
AMERICAN DIRECT IMAGING INC,Metal Machinery Mfg, MD,39.30887,-76.56962,1
AMERICAN DISPERSIONS INC,Paints and Coatings, KY,38.25214,-85.79889,1
AMERICAN DISPOSAL COMPANY,Waste Management, CA,34.263484,-118.29907,1
AMERICAN DISPOSAL SERVICES OF WV DBA SHORT CREEK LANDFILL  SHORT CREEK LANDFILL,Waste Management, WV,40.18465,-80.67274,1
AMERICAN DISTILLATION INC,Chemical Mfg, NC,34.270744,-78.003706,1
AMERICAN DURAFILM CO.  INC.,Metal Coating, MA,42.1621,-71.46372,1
AMERICAN DYE HOUSE INC,Textiles and Leather, CA,33.91366,-118.27559,1
AMERICAN E Z TYPE,Metal Machinery Mfg, TN,35.830651,-86.39775,1
AMERICAN E Z TYPE,Printing, TN,35.830651,-86.39775,1
AMERICAN EAGLE,Airports, IA,41.53304,-93.64808,1
AMERICAN EAGLE WHEEL CORPORATION,Metal Machinery Mfg, CA,34.00194,-117.679325,1
AMERICAN ECHEM CALCIUM STEARATE & ANTIOXIDANT BLEND PLANT,Chemical Mfg, TX,31.36462,-94.74312,1
AMERICAN ECOLOGICAL,Waste Management, CO,39.521893,-105.223318,1
AMERICAN ECOLOGICAL TECHNOLOGIES - TIRE RECYCLING PLANT,Consumer Products, LA,30.448887,-91.755793,1
AMERICAN ECOLOGY ENVIRONMENTAL SERV.,Waste Management, TX,32.473648,-95.08327,1
AMERICAN ELECTRIC CORDSETS APPLE CREEK,Electronics Industry, OH,40.74637,-81.83197,1
AMERICAN ELECTRIC POWER GAVIN PLANT,Waste Management, OH,38.9347,-82.1158,1
AMERICAN ELECTRO PLATING CO.,Metal Coating, NJ,40.953835,-74.14521,1
AMERICAN ELECTRO PRODUCTS,Metal Coating, CT,41.56459,-73.05467,1
AMERICAN ELECTRO PRODUCTS,Metal Coating, CT,41.58474,-73.04874,1
AMERICAN ELECTROFINISHING CO,Metal Coating, CA,37.76685,-122.21266,1
AMERICAN ELECTRONIC COMPONENTS,Electronics Industry, IN,41.67575,-85.98388,1
AMERICAN ELECTRONIC LABORATORIES INC.,Electronics Industry, PA,40.23077,-75.22843,1
AMERICAN ELECTROPLATING COMPANY,Metal Coating, MA,42.37741,-71.08591,1
AMERICAN ELECTROPLATING COMPANY,Metal Coating, MA,42.698367,-71.162815,1
AMERICAN ELECTROPLATING COMPANY,Metal Coating, MA,42.70312,-71.14571,1
AMERICAN ELITE MOLDING  A SOUTHWIRE BUSINESS,Plastics and Resins, FL,30.78579,-86.52594,1
AMERICAN ENERGIES PIPELINE - BAGBY STATION (DEHY),Oil and Gas, KS,37.672263,-98.018076,1
AMERICAN ENERGIES PIPELINE - BURRTON STATION (DEHY),Oil and Gas, KS,38.033611,-97.646389,1
AMERICAN ENERGIES PIPELINE - DOZE STATION (DEHY),Oil and Gas, KS,37.5008,-97.9366,1
AMERICAN ENERGIES PIPELINE - ELMDALE STATION (DEHY),Oil and Gas, KS,38.3855,-96.628,1
AMERICAN ENERGIES PIPELINE - HARMAC STATION,Oil and Gas, KS,38.1225,-97.5843,1
AMERICAN ENERGIES PIPELINE - HILLSBORO STATION,Oil and Gas, KS,38.3855,-97.2169,1
AMERICAN ENERGIES PIPELINE - KAUFMAN STATION (INC DEHY),Oil and Gas, KS,37.597,-98.01768,1
AMERICAN ENERGIES PIPELINE - KRAMER STATION,Oil and Gas, KS,37.582,-97.9455,1
AMERICAN ENERGIES PIPELINE LLC,Oil and Gas, KS,38.1382,-97.492,1
AMERICAN ENERGIES PIPELINE LLC,Oil and Gas, KS,38.3855,-97.3826,1
AMERICAN ENERGY PRODUCERS  INC.,Chemical Mfg, MO,39.520388,-93.475727,1
AMERICAN ENERGY SYSTEMS INC,Metal Machinery Mfg, MN,44.8912,-94.35353,1
AMERICAN ENGRAVING MACHINE COMPANY,Metal Coating, NJ,40.029861,-74.915972,1
AMERICAN ENVIRECYCLE,Waste Management, GA,32.59729,-82.334152,1
AMERICAN ENVIRONMENTAL & REMEDIATION CORP,Waste Management, NY,43.17092,-79.03736,1
AMERICAN ENVIRONMENTAL CONTAINER CORP.,Plastics and Resins, FL,28.01702,-81.87881,1
AMERICAN ENVIRONMENTAL MANAGEMENT CORP,Waste Management, CA,38.593456,-121.23746,1
AMERICAN ENVIROTECH INC,Waste Management, TX,29.74752,-95.11644,1
AMERICAN ETCHING & MFG CO,Metal Coating, CA,34.273607,-118.431338,1
AMERICAN ETCHING & MFG CO,Metal Machinery Mfg, CA,34.273607,-118.431338,1
AMERICAN ETCHING AND MANUFACTURING,Metal Coating, CA,34.27363,-118.43163,1
AMERICAN ETHANOL INC,Chemical Mfg, IL,39.200069,-89.673755,1
AMERICAN ETHANOL INC,Chemical Mfg, IL,40.137322,-87.545104,1
AMERICAN ETHANOL INC,Chemical Mfg, IL,40.301076,-89.650372,2
AMERICAN ETHANOL INC,Chemical Mfg, IL,40.760058,-88.042142,1
AMERICAN ETHANOL INC,Chemical Mfg, IL,42.111022,-89.145697,1
AMERICAN ETHANOL INC,Chemical Mfg, NE,40.08871,-98.4807,1
AMERICAN ETHANOL INC,Chemical Mfg, NE,40.92494,-98.4548,1
AMERICAN ETHANOL INC SUTTON,Chemical Mfg, NE,40.60611,-97.99616,1
AMERICAN EXTERIORS LLC,Glass Products, CO,39.803,-104.989,1
AMERICAN EXTERIORS LLC,Plastics and Resins, CO,39.803,-104.989,1
AMERICAN FABRICATION,Metal Machinery Mfg, ID,43.4478,-112.08256,1
AMERICAN FABRICATION CORP,Plastics and Resins, CA,33.85663,-117.8712,1
AMERICAN FABRICS CO,Metal Coating, LA,30.80994,-89.859929,1
AMERICAN FARM IMPLEMENT & SPECIALTY INC,Metal Machinery Mfg, WI,42.68011,-89.02322,1
AMERICAN FAST PRINT,Textiles and Leather, SC,35.011631,-81.928345,1
AMERICAN FAST PRINT LTD,Textiles and Leather, SC,35.00438,-81.92325,1
AMERICAN FAST PRINT-CLOSED,Textiles and Leather, SC,35.011741,-81.928181,1
AMERICAN FIBER AND FINISHING INCORPORATED,Textiles and Leather, NC,35.3549,-80.203433,1
AMERICAN FIBER INDUSTRIES,Textiles and Leather, CA,33.9832,-118.159632,1
AMERICAN FIBERGLASS CORPORATION,Plastics and Resins, NC,35.19506,-80.96527,1
AMERICAN FIBERGLASS TECH,Plastics and Resins, MI,42.102197,-84.406887,1
AMERICAN FIBERS & YARNS AFTON FACILITY,Plastics and Resins, VA,38.002926,-78.826104,1
AMERICAN FIBERS AND YARNS,Chemical Mfg, NC,35.96624,-77.78179,1
AMERICAN FIBERS AND YARNS,Plastics and Resins, NC,35.96624,-77.78179,1
AMERICAN FILM & PRINTING,Textiles and Leather, TX,32.410699,-97.206754,1
AMERICAN FILM & PRINTING LTD,Plastics and Resins, TX,32.41072,-97.20683,1
AMERICAN FILM & PRINTING LTD,Printing, TX,32.41072,-97.20683,1
AMERICAN FINISH & CHEMICAL CORP,Plastics and Resins, MA,42.4028,-71.01879,1
AMERICAN FINISHES INC,Paints and Coatings, FL,25.84254,-80.30185,1
AMERICAN FINISHING INC,Chemical Mfg, IN,41.4372,-85.04615,1
AMERICAN FINISHING INC,Metal Coating, IN,41.4372,-85.04615,1
AMERICAN FINISHING RESOURCES,Metal Coating, IA,41.65886,-90.56431,1
AMERICAN FINISHING RESOURCES  LL,Metal Coating, WI,44.03082,-88.14966,1
AMERICAN FINISHING SPECIALISTS  INC.,Metal Coating, CT,41.17961,-73.1559,1
AMERICAN FINISHING TECHNOLOGIES,Metal Coating, OR,45.56605,-122.56863,1
AMERICAN FIRE TRAINING SYS,Fire Training, IL,41.60892,-88.05146,1
AMERICAN FLANGE & MANUFACTURING CO INC,Metal Coating, IL,41.915529,-88.114772,1
AMERICAN FLANGE & MANUFACTURING CO INC,Metal Machinery Mfg, IL,41.915529,-88.114772,1
AMERICAN FLANGE AND MFG CO INC,Metal Machinery Mfg, IL,41.87021,-87.74245,1
AMERICAN FLEX CIRCUIT OF LA INC,Electronics Industry, CA,33.70237,-117.85394,1
AMERICAN FLUX & METAL,Chemical Mfg, NJ,39.67047,-74.843393,1
AMERICAN FLYER EXPRESS S M BROOKS,Waste Management, CA,39.12184,-122.84446,1
AMERICAN FOAM TECHNOLOGIES,Chemical Mfg, WV,37.74149,-80.476459,1
AMERICAN FOAM TECHNOLOGIES,Plastics and Resins, WV,37.74149,-80.476459,1
AMERICAN FOODS GROUP EAST RIVER FACILITY,Chemical Mfg, WI,44.51695,-88.00303,1
AMERICAN FOODS GROUP EAST RIVER FACILITY,Paper Mills and Products, WI,44.51695,-88.00303,1
AMERICAN FOREST PRODUCTS DUMP,Waste Management, CA,38.034958,-119.951739,1
AMERICAN FORMULA,Cleaning Product Mfg, GA,33.765,-84.54023,1
AMERICAN FOTOKENI INC,Chemical Mfg, IL,42.001536,-87.939103,1
AMERICAN FOTOKENI INC,Metal Machinery Mfg, IL,42.001536,-87.939103,1
AMERICAN FRAC SERVICES,Waste Management, TX,31.894029,-102.276405,1
AMERICAN FUJI SEAL,Plastics and Resins, KY,37.824771,-85.43001,1
AMERICAN FUJI SEAL,Printing, KY,37.824771,-85.43001,1
AMERICAN FUJI SEAL INC,Printing, NJ,40.869653,-74.316236,1
AMERICAN FUJI SEAL INCORPORATED,Plastics and Resins, IN,38.377546,-85.68321,1
AMERICAN FUJI SEAL INCORPORATED,Printing, NC,35.68234,-81.28698,1
AMERICAN FURNITURE RENTALS,Furniture and Carpet, MA,42.49797,-71.13991,1
AMERICAN FURNITURE RESTORATION,Furniture and Carpet, CA,34.24532,-119.20775,1
AMERICAN FUTURE FUELS FACILITY,Chemical Mfg, OH,40.72255,-84.10507,1
AMERICAN FUTURE FUELS FACILITY (0302020336),Chemical Mfg, OH,40.72255,-84.10507,1
AMERICAN GALVANIZING CO INC,Metal Coating, NJ,39.58776,-74.862411,1
AMERICAN GALVANIZING COMPANY,Metal Coating, NJ,39.612532,-74.830518,1
AMERICAN GARDENWORKS INC - FOWLER,Metal Coating, IN,40.61405,-87.32342,1
AMERICAN GAS & CHEMICAL,Chemical Mfg, NJ,41.01255,-73.94407,1
AMERICAN GAS AND TECHNOLOGY,Electronics Industry, OR,44.91048,-123.29815,1
AMERICAN GAS COMPRESSION SERVICES INC,Oil and Gas, CO,38.993575,-105.507774,1
AMERICAN GAS COMPRESSION SVCS INC,Oil and Gas, CO,39.97744,-104.82546,1
AMERICAN GEMINI INC.,Plastics and Resins, IL,42.47493,-88.08976,1
AMERICAN GIRL MINING JOINT VENTURE,Mining and Refining, CA,32.85697,-114.79087,1
AMERICAN GOLD LLC TOLOVANA RIVER MINE SITE,Mining and Refining, AK,47.487533,-122.17999,1
AMERICAN GRADING CO,Waste Management, IL,41.789582,-87.830757,1
AMERICAN GRAPHICS,Printing, GA,33.81761,-84.43534,1
AMERICAN GRAPHICS INC,Printing, WI,45.62755,-88.35754,1
AMERICAN GREASE STICK CO,Chemical Mfg, MI,43.20326,-86.23968,1
AMERICAN GREASE STICK CO,Petroleum, MI,43.20326,-86.23968,1
AMERICAN GREENFUELS LLC,Chemical Mfg, CT,41.29006,-72.90289,1
AMERICAN GREETING COMPANY,Printing, TN,35.77326,-89.52114,1
AMERICAN GREETINGS,Paper Mills and Products, AR,35.689742,-89.973165,1
AMERICAN GREETINGS,Printing, AR,35.689742,-89.973165,1
AMERICAN GREETINGS CORP,Printing, KY,36.988098,-84.097691,1
AMERICAN GREETINGS CORP,Printing, KY,37.819068,-85.380389,1
AMERICAN HAWAIIAN #35,Waste Management, CA,34.473203,-119.054592,1
AMERICAN HAWAIIAN PRUDENTIAL / WESTLAKE LA,Waste Management, CA,34.473203,-119.054592,1
AMERICAN HEAT TREATING,Metal Coating, CT,41.34341,-73.2469,1
AMERICAN HERITAGE STRIPPING - AMERICAN HERITAGE STRIPPING,Paints and Coatings, MO,38.58373,-90.24441,1
AMERICAN HOECHST CORP,Plastics and Resins, MA,42.54216,-71.759975,1
AMERICAN HOECHST CORPORATION,Chemical Mfg, NJ,40.69811,-74.40347,1
AMERICAN HOECHST CORPORATION,Electronics Industry, NJ,40.69811,-74.40347,1
AMERICAN HOME PRODUCT AMERICAN CYANAMID,Cleaning Product Mfg, NJ,40.6533,-74.2924,1
AMERICAN HOUSE SPINNING,Textiles and Leather, SC,34.720833,-82.793055,1
AMERICAN HYGIENE INDUSTRIES,Metal Coating, NJ,40.82159,-74.06179,1
AMERICAN IDUSTRIAL FABRICATORS INC,Metal Machinery Mfg, LA,30.25127,-90.84799,1
AMERICAN IMAGING SYST,Electronics Industry, CA,34.054627,-117.801885,1
AMERICAN INCINERATIO,Waste Management, IL,41.67728,-87.67547,1
AMERICAN INDUSTRIAL CHEMICAL CORP.,Chemical Mfg, GA,33.83729,-84.50395,1
AMERICAN INDUSTRIAL CHROMIUM CORP,Metal Coating, PA,40.41815,-79.88486,1
AMERICAN INDUSTRIAL MAINTENANCE INC.,Metal Coating, OH,39.76882,-84.15543,1
AMERICAN INDUSTRIAL PLASTICS,Plastics and Resins, FL,29.20541,-81.08475,1
AMERICAN INDUSTRIAL POWDER COATING INC,Paints and Coatings, IL,41.772726,-87.754464,1
AMERICAN INDUSTRIAL SERVICES  INC.,Waste Management, CA,33.85837,-118.16856,1
AMERICAN INDUSTRIAL TECHNOLOGIES,Metal Coating, IL,41.85643,-88.28686,1
AMERICAN INDUSTRIAL TECHNOLOGIES,Paints and Coatings, IL,41.85643,-88.28686,1
AMERICAN INDUSTRIAL TECHNOLOGIES  INC.,Metal Coating, IL,41.90911,-87.9937,1
AMERICAN INDUSTRIES DIVERSIFIED,Metal Coating, AZ,33.40179,-112.01263,1
AMERICAN INJECTION MOLDING,Plastics and Resins, IA,42.306865,-90.993728,1
AMERICAN INKS & COATINGS,Chemical Mfg, AR,34.258167,-92.060444,1
AMERICAN INKS & COATINGS,Chemical Mfg, VA,37.50788,-77.49653,1
AMERICAN INKS & COATINGS CORP,Chemical Mfg, IL,41.92146,-88.02788,1
AMERICAN INKS & COATINGS CORP,Chemical Mfg, PA,40.1151,-75.47144,1
AMERICAN INKS & COATINGS CORPORATION,Chemical Mfg, KY,38.98089,-84.60091,1
AMERICAN INKS & COATINGS/VALLEY FORGE,Chemical Mfg, PA,40.11581,-75.47525,2
AMERICAN INKS & COATINGS/VALLEY FORGE,Metal Coating, PA,40.11581,-75.47525,1
AMERICAN INKS AND COATINGS CO,Chemical Mfg, NC,36.04464,-80.32065,1
AMERICAN INKS AND COATINGS CO,Metal Coating, NC,36.04464,-80.32065,1
AMERICAN INKS AND COATINGS CORP,Chemical Mfg, NC,34.933485,-79.783869,1
AMERICAN INNOTEK INC,Plastics and Resins, CA,33.21236,-117.26385,1
AMERICAN INTERIORS  LTD.,Furniture and Carpet, VA,36.87152,-76.29759,1
AMERICAN INTERNATIONAL CHEMICAL LLC,Chemical Mfg, MA,42.28071,-71.568529,1
AMERICAN INTERNATIONAL INDUSTRIES,Paints and Coatings, CA,34.00382,-118.15,1
AMERICAN INTERNATIONAL MFG INC,Metal Coating, CA,38.69005,-121.76321,1
AMERICAN IRON OXIDE CO ALLENPORT,Chemical Mfg, PA,40.09449,-79.84393,1
AMERICAN IRON OXIDE CO ALLENPORT,Mining and Refining, PA,40.09449,-79.84393,1
AMERICAN IRON OXIDE CO ALLENPORT,Paints and Coatings, PA,40.09449,-79.84393,1
AMERICAN JAPANNING INC. (1318110513),Metal Coating, OH,41.42372,-81.67422,1
AMERICAN JETWAY CORP,Chemical Mfg, MI,42.279167,-83.375073,1
AMERICAN JETWAY CORP,Cleaning Product Mfg, MI,42.279167,-83.375073,1
AMERICAN JETWAY CORPORATION,Chemical Mfg, MI,42.28087,-83.36314,1
AMERICAN JETWAY CORPORATION - VENOY RD,Chemical Mfg, MI,42.27988,-83.3728,1
AMERICAN LABELMARK CO,Printing, IL,41.985522,-87.729259,1
AMERICAN LABORATORIES INC,Chemical Mfg, NE,41.20861,-95.96328,1
AMERICAN LACQUER & SOLVENTS CO,Paints and Coatings, FL,27.971942,-82.449263,1
AMERICAN LAMINATES INC,Paper Mills and Products, CA,37.72627,-120.93705,1
AMERICAN LAMINATES INC,Plastics and Resins, CA,37.72627,-120.93705,1
AMERICAN LAMP RECYCLING,Waste Management, NY,41.53222,-73.97547,1
AMERICAN LAMP RECYCLING LLC,Waste Management, NY,41.61725,-73.95993,1
AMERICAN LANDMASTER,Metal Coating, IN,41.12583,-85.37646,1
AMERICAN LEATHER MFG CO,Textiles and Leather, NJ,40.61586,-74.268247,1
AMERICAN LEGION 351,Waste Management, MI,42.63502,-83.03674,1
AMERICAN LEGION POST 28,Waste Management, VA,38.56283,-77.38379,1
AMERICAN LIFTS,Metal Machinery Mfg, IN,39.33473,-85.49302,1
AMERICAN LITHIUM ENERGY,Chemical Mfg, CA,33.135135,-117.225864,1
AMERICAN LITHO,Printing, CA,38.56301,-121.50836,1
AMERICAN LITHO,Printing, MI,42.24234,-83.4455,1
AMERICAN LITHO ARTS INC,Printing, IL,41.889716,-87.994588,1
AMERICAN LITHO INC,Printing, IL,41.921854,-88.11721,1
AMERICAN LITHO INC,Printing, IL,41.92419,-88.11887,1
AMERICAN LITHO INC,Printing, IL,41.9999,-88.10779,1
AMERICAN LITHOGRAPHERS & BUSIN,Printing, CA,37.6481,-122.13311,1
AMERICAN LITHOGRAPHERS INC,Printing, MO,39.070871,-94.580729,1
AMERICAN LONDON BUILDING,Textiles and Leather, MA,42.1846,-71.20324,1
AMERICAN LUBRICANTS CO,Chemical Mfg, OH,39.7851,-84.17549,1
AMERICAN LUBRICANTS INC,Petroleum, NY,42.871711,-78.820223,1
AMERICAN MADE PLASTICS INC,Plastics and Resins, CA,34.01755,-117.3317,1
AMERICAN MANUFACTURING,Metal Machinery Mfg, MA,42.1365,-71.06073,1
AMERICAN MANUFACTURING INTERNATIONAL INC,Chemical Mfg, NJ,40.766246,-75.000105,1
AMERICAN MARBLE INC,Plastics and Resins, FL,26.48957,-80.08795,1
AMERICAN MARBLE  INC.,Plastics and Resins, TN,35.90917,-86.89092,1
AMERICAN MARKETING GROUP OF TN  LLC,Cleaning Product Mfg, TN,35.022752,-85.319402,1
AMERICAN MATHEMATICAL SOCIETY,Electronics Industry, RI,41.836701,-71.412755,1
AMERICAN MEDICAL SYSTEMS,Metal Machinery Mfg, CA,37.39471,-121.93655,1
AMERICAN MEDICAL SYSTEMS,Metal Machinery Mfg, MN,44.90083,-93.41639,1
AMERICAN MEDICAL XRAY SALVAGE INC,Chemical Mfg, IL,42.186808,-88.193253,1
AMERICAN MEDICAL XRAY SALVAGE INC,Metal Machinery Mfg, IL,42.186808,-88.193253,1
AMERICAN METAL CHEMICAL CORP,Chemical Mfg, IL,41.829472,-87.650916,1
AMERICAN METAL CHEMICAL CORP.,Chemical Mfg, OH,41.13614,-81.88636,1
AMERICAN METAL CHEMICAL CORPORATION  INC,Chemical Mfg, AL,34.794798,-87.666081,1
AMERICAN METAL CLEANING,Metal Coating, OH,39.28205,-84.48915,1
AMERICAN METAL CLEANING,Metal Coating, OH,41.67097,-83.57192,1
AMERICAN METAL COATINGS INC,Metal Coating, OH,41.55049,-81.57162,1
AMERICAN METAL COATINGS  LLC,Metal Coating, OH,41.67373,-81.36598,1
AMERICAN METAL FIBER INC,Metal Machinery Mfg, IL,42.280751,-87.889713,1
AMERICAN METAL FIBERS  INCORPORATED,Metal Machinery Mfg, IL,42.28181,-87.88727,1
AMERICAN METAL FINISHING,Metal Coating, TX,32.657797,-97.234012,1
AMERICAN METAL LLC,Metal Coating, OH,41.67373,-81.36598,1
AMERICAN METAL PROCESSING,Metal Coating, CA,32.79162,-116.9767,1
AMERICAN METAL SPECIALTIES,Metal Coating, OR,45.43225,-122.609439,1
AMERICAN METALS SUPPLY INC,Textiles and Leather, FL,27.973129,-82.348061,1
AMERICAN METASEAL,Metal Coating, MD,39.24584,-76.6802,1
AMERICAN METASEAL CO,Chemical Mfg, NJ,40.823796,-74.059441,1
AMERICAN MFG  SERVICES INC  NEW YORK,Electronics Industry, NY,42.10892,-76.03572,1
AMERICAN MFG INTERNATIONAL,Chemical Mfg, NJ,40.807599,-74.988505,1
AMERICAN MFG INTERNATIONAL,Textiles and Leather, NJ,40.807599,-74.988505,1
AMERICAN MICRO PRODUCTS INC,Electronics Industry, OH,39.08105,-84.21738,1
AMERICAN MICROELECTRONICS INC,Electronics Industry, TX,30.33402,-97.68245,1
AMERICAN MICRONUTRIENTS FORMER,Chemical Mfg, MO,39.06358,-94.41928,1
AMERICAN MICROSYSTEMS  INC,Electronics Industry, CA,37.33772,-122.00021,1
AMERICAN MIDSTREAM MISSISSIPPI LLC  BAZOR RIDGE TREATING FACILITY,Oil and Gas, MS,31.5436,-88.64131,1
AMERICAN MIDWEST CHROME PLATING & POLISHING,Metal Coating, IL,41.786789,-87.681317,1
AMERICAN MITSUBA CORPORATION,Metal Coating, KY,37.83292,-85.46563,1
AMERICAN MOTORS,Petroleum, CA,33.896831,-118.20395,1
AMERICAN NAMEPLATE CO,Metal Machinery Mfg, IL,41.8108,-87.73119,1
AMERICAN NATIONAL CAN CO,Metal Coating, CA,33.80789,-118.27536,1
AMERICAN NATIONAL CAN CO,Metal Coating, CA,33.98928,-118.17713,1
AMERICAN NATIONAL CAN CO,Plastics and Resins, TN,35.430706,-86.441653,1
AMERICAN NATIONAL CAN COMPANY,Printing, IL,41.87775,-87.8617,1
AMERICAN NATIONAL CAN COMPANY - MT. VERNON,Plastics and Resins, OH,40.402006,-82.494404,1
AMERICAN NATIONAL RECYCLING #5,Waste Management, FL,29.983691,-83.655749,1
AMERICAN NATURAL PROCESSORS  INC.,Chemical Mfg, IA,42.47834,-95.40918,1
AMERICAN NICKEL WORKS,Metal Coating, IL,41.8851,-87.65775,1
AMERICAN NICKELOID CO,Metal Coating, IL,41.323971,-89.146129,1
AMERICAN NICKELOID CO,Metal Coating, NY,40.72977,-73.63568,1
AMERICAN NICKELOID CO/WALNUTPORT,Metal Coating, PA,40.7575,-75.6011,1
AMERICAN NON-SLIP PRO,Textiles and Leather, GA,34.1091,-84.1981,1
AMERICAN NONWOVENS CORP,Textiles and Leather, KY,37.391357,-86.868922,1
AMERICAN NONWOVENS INC,Textiles and Leather, CA,34.09823,-117.60626,1
AMERICAN OIL & SUPPLY CO,Petroleum, NJ,40.72072,-74.1477,1
AMERICAN OIL COMPANY,Waste Management, SD,43.49987,-96.98576,1
AMERICAN OIL RECOVERY,Petroleum, NM,33.000956,-104.368343,1
AMERICAN OLEAN TILE,Metal Coating, PA,40.46079,-75.35554,1
AMERICAN ORGANICS-PLUS INC SLUDGE PROCESSING SYS,Waste Management, OH,41.51622,-80.75558,1
AMERICAN PAC PWR APPARATUS INC,Waste Management, OR,45.2382,-122.8087,1
AMERICAN PACIFIC CORP  UTAH OPS,Chemical Mfg, UT,37.795,-113.284167,1
AMERICAN PACKAGING CORP,Paper Mills and Products, NY,43.181847,-77.651925,1
AMERICAN PACKAGING CORP,Plastics and Resins, NY,43.181847,-77.651925,1
AMERICAN PACKAGING CORP,Printing, WI,43.262252,-89.330517,1
AMERICAN PACKAGING CORP,Printing, WI,43.3437,-89.0228,1
AMERICAN PACKAGING CORP - DE FOREST,Printing, WI,43.25755,-89.328832,1
AMERICAN PACKAGING CORPORATION,Paper Mills and Products, NY,43.0978,-77.7446,1
AMERICAN PACKAGING CORPORATION,Plastics and Resins, NY,43.0978,-77.7446,1
AMERICAN PACKAGING CORPORATION,Printing, IA,42.18809,-93.60211,1
AMERICAN PACKAGING CORPORATION,Printing, NY,43.0978,-77.7446,1
AMERICAN PACKAGING CORPORATION SITE,Printing, WI,43.261188,-89.33031,1
AMERICAN PANTHER LLC,Oil and Gas, LA,29.908447,-92.056182,1
AMERICAN PAPER MILLS OF MICH,Paper Mills and Products, MI,42.32678,-85.57037,1
AMERICAN PAPER TUBE COMPANY,Paper Mills and Products, MS,31.950842,-90.976944,1
AMERICAN PARTS CLEANER SERVICES,Waste Management, CA,33.99016,-118.22842,1
AMERICAN PCB,Electronics Industry, TX,32.8773,-96.89026,1
AMERICAN PENN ENERGY,Oil and Gas, CO,40.238217,-103.814978,1
AMERICAN PERFORMANCE ELECTRIC,Waste Management, MI,42.49071,-83.11168,1
AMERICAN PERFORMANCE POLYMERS,Plastics and Resins, NH,44.896692,-71.503145,1
AMERICAN PHOENIX,Chemical Mfg, AL,33.61781,-85.76881,1
AMERICAN PHOENIX INC,Chemical Mfg, KS,38.934011,-95.687638,1
AMERICAN PHOENIX INC,Chemical Mfg, OK,34.558681,-98.404537,1
AMERICAN PHOENIX INC,Chemical Mfg, VA,36.543496,-79.392615,1
AMERICAN PHOENIX INC,Textiles and Leather, WI,44.815595,-91.492424,1
AMERICAN PHOENIX  INC.,Chemical Mfg, TN,35.94843,-88.94909,1
AMERICAN PIEZO CERAMICS INC,Electronics Industry, PA,41.059769,-77.450266,1
AMERICAN PIPE & PLASTICS,Plastics and Resins, NY,42.087466,-75.820981,1
AMERICAN PIPE AND PLASTICS,Plastics and Resins, NY,42.085,-75.82,1
